#phi	 theta	 comment
0.0000	 0.0000	 backward-outbox
0.0000	 0.0311	 backward-outbox
0.0000	 0.0622	 backward-outbox
0.0000	 0.0933	 backward-outbox
0.0000	 0.1244	 backward-outbox
0.0000	 0.1555	 backward-outbox
0.0000	 0.1866	 backward-outbox
0.0000	 0.2177	 backward-outbox
0.0000	 0.2488	 backward-outbox
0.0000	 0.2799	 backward-outbox
0.0000	 0.3110	 backward-outbox
0.0000	 0.3422	 backward-outbox
0.0000	 0.3733	 backward-outbox
0.0000	 0.4044	 backward-outbox
0.0000	 0.4355	 backward-outbox
0.0000	 0.4666	 backward-outbox
0.0000	 0.4977	 backward-outbox
0.0000	 0.5288	 backward-outbox
0.0000	 0.5599	 backward-outbox
0.0000	 0.5910	 backward-outbox
0.0000	 0.6221	 backward-outbox
0.0000	 0.6532	 backward-outbox
0.0000	 0.6843	 backward-outbox
0.0000	 0.7154	 backward-outbox
0.0000	 0.7465	 backward-outbox
0.0000	 0.7776	 backward-outbox
0.0000	 1.8352	 forward-outbox
0.0000	 1.8663	 forward-outbox
0.0000	 1.8974	 forward-outbox
0.0000	 1.9285	 forward-outbox
0.0000	 1.9596	 forward-outbox
0.0000	 1.9907	 forward-outbox
0.0000	 2.0218	 forward-outbox
0.0000	 2.0529	 forward-outbox
0.0000	 2.0840	 forward-outbox
0.0000	 2.1151	 forward-outbox
0.0000	 2.1462	 forward-outbox
0.0000	 2.1773	 forward-outbox
0.0000	 2.2084	 forward-outbox
0.0000	 2.2396	 forward-outbox
0.0000	 2.2707	 forward-outbox
0.0000	 2.3018	 forward-outbox
0.0000	 2.3329	 forward-outbox
0.0000	 2.3640	 forward-outbox
0.0000	 2.3951	 forward-outbox
0.0000	 2.4262	 forward-outbox
0.0000	 2.4573	 forward-outbox
0.0000	 2.4884	 forward-outbox
0.0000	 2.5195	 forward-outbox
0.0000	 2.5506	 forward-outbox
0.0000	 2.5817	 forward-outbox
0.0000	 2.6128	 forward-outbox
0.0000	 2.6439	 forward-outbox
0.0000	 2.6750	 forward-outbox
0.0000	 2.7061	 forward-outbox
0.0000	 2.7372	 forward-outbox
0.0000	 2.7683	 forward-outbox
0.0000	 2.7994	 forward-outbox
0.0000	 2.8305	 forward-outbox
0.0000	 2.8616	 forward-outbox
0.0000	 2.8928	 forward-outbox
0.0000	 2.9239	 forward-outbox
0.0000	 2.9550	 forward-outbox
0.0000	 2.9861	 forward-outbox
0.0000	 3.0172	 forward-outbox
0.0000	 3.0483	 forward-outbox
0.0000	 3.0794	 forward-outbox
0.0000	 3.1105	 forward-outbox
0.0314	 0.0000	 backward-outbox
0.0314	 0.0311	 backward-outbox
0.0314	 0.0622	 backward-outbox
0.0314	 0.0933	 backward-outbox
0.0314	 0.1244	 backward-outbox
0.0314	 0.1555	 backward-outbox
0.0314	 0.1866	 backward-outbox
0.0314	 0.2177	 backward-outbox
0.0314	 0.2488	 backward-outbox
0.0314	 0.2799	 backward-outbox
0.0314	 0.3110	 backward-outbox
0.0314	 0.3422	 backward-outbox
0.0314	 0.3733	 backward-outbox
0.0314	 0.4044	 backward-outbox
0.0314	 0.4355	 backward-outbox
0.0314	 0.4666	 backward-outbox
0.0314	 0.4977	 backward-outbox
0.0314	 0.5288	 backward-outbox
0.0314	 0.5599	 backward-outbox
0.0314	 0.5910	 backward-outbox
0.0314	 0.6221	 backward-outbox
0.0314	 0.6532	 backward-outbox
0.0314	 0.6843	 backward-outbox
0.0314	 0.7154	 backward-outbox
0.0314	 0.7465	 backward-outbox
0.0314	 0.7776	 backward-outbox
0.0314	 1.8352	 forward-outbox
0.0314	 1.8663	 forward-outbox
0.0314	 1.8974	 forward-outbox
0.0314	 1.9285	 forward-outbox
0.0314	 1.9596	 forward-outbox
0.0314	 1.9907	 forward-outbox
0.0314	 2.0218	 forward-outbox
0.0314	 2.0529	 forward-outbox
0.0314	 2.0840	 forward-outbox
0.0314	 2.1151	 forward-outbox
0.0314	 2.1462	 forward-outbox
0.0314	 2.1773	 forward-outbox
0.0314	 2.2084	 forward-outbox
0.0314	 2.2396	 forward-outbox
0.0314	 2.2707	 forward-outbox
0.0314	 2.3018	 forward-outbox
0.0314	 2.3329	 forward-outbox
0.0314	 2.3640	 forward-outbox
0.0314	 2.3951	 forward-outbox
0.0314	 2.4262	 forward-outbox
0.0314	 2.4573	 forward-outbox
0.0314	 2.4884	 forward-outbox
0.0314	 2.5195	 forward-outbox
0.0314	 2.5506	 forward-outbox
0.0314	 2.5817	 forward-outbox
0.0314	 2.6128	 forward-outbox
0.0314	 2.6439	 forward-outbox
0.0314	 2.6750	 forward-outbox
0.0314	 2.7061	 forward-outbox
0.0314	 2.7372	 forward-outbox
0.0314	 2.7683	 forward-outbox
0.0314	 2.7994	 forward-outbox
0.0314	 2.8305	 forward-outbox
0.0314	 2.8616	 forward-outbox
0.0314	 2.8928	 forward-outbox
0.0314	 2.9239	 forward-outbox
0.0314	 2.9550	 forward-outbox
0.0314	 2.9861	 forward-outbox
0.0314	 3.0172	 forward-outbox
0.0314	 3.0483	 forward-outbox
0.0314	 3.0794	 forward-outbox
0.0314	 3.1105	 forward-outbox
0.0628	 0.0000	 backward-outbox
0.0628	 0.0311	 backward-outbox
0.0628	 0.0622	 backward-outbox
0.0628	 0.0933	 backward-outbox
0.0628	 0.1244	 backward-outbox
0.0628	 0.1555	 backward-outbox
0.0628	 0.1866	 backward-outbox
0.0628	 0.2177	 backward-outbox
0.0628	 0.2488	 backward-outbox
0.0628	 0.2799	 backward-outbox
0.0628	 0.3110	 backward-outbox
0.0628	 0.3422	 backward-outbox
0.0628	 0.3733	 backward-outbox
0.0628	 0.4044	 backward-outbox
0.0628	 0.4355	 backward-outbox
0.0628	 0.4666	 backward-outbox
0.0628	 0.4977	 backward-outbox
0.0628	 0.5288	 backward-outbox
0.0628	 0.5599	 backward-outbox
0.0628	 0.5910	 backward-outbox
0.0628	 0.6221	 backward-outbox
0.0628	 0.6532	 backward-outbox
0.0628	 0.6843	 backward-outbox
0.0628	 0.7154	 backward-outbox
0.0628	 0.7465	 backward-outbox
0.0628	 0.7776	 backward-outbox
0.0628	 1.8663	 forward-outbox
0.0628	 1.8974	 forward-outbox
0.0628	 1.9285	 forward-outbox
0.0628	 1.9596	 forward-outbox
0.0628	 1.9907	 forward-outbox
0.0628	 2.0218	 forward-outbox
0.0628	 2.0529	 forward-outbox
0.0628	 2.0840	 forward-outbox
0.0628	 2.1151	 forward-outbox
0.0628	 2.1462	 forward-outbox
0.0628	 2.1773	 forward-outbox
0.0628	 2.2084	 forward-outbox
0.0628	 2.2396	 forward-outbox
0.0628	 2.2707	 forward-outbox
0.0628	 2.3018	 forward-outbox
0.0628	 2.3329	 forward-outbox
0.0628	 2.3640	 forward-outbox
0.0628	 2.3951	 forward-outbox
0.0628	 2.4262	 forward-outbox
0.0628	 2.4573	 forward-outbox
0.0628	 2.4884	 forward-outbox
0.0628	 2.5195	 forward-outbox
0.0628	 2.5506	 forward-outbox
0.0628	 2.5817	 forward-outbox
0.0628	 2.6128	 forward-outbox
0.0628	 2.6439	 forward-outbox
0.0628	 2.6750	 forward-outbox
0.0628	 2.7061	 forward-outbox
0.0628	 2.7372	 forward-outbox
0.0628	 2.7683	 forward-outbox
0.0628	 2.7994	 forward-outbox
0.0628	 2.8305	 forward-outbox
0.0628	 2.8616	 forward-outbox
0.0628	 2.8928	 forward-outbox
0.0628	 2.9239	 forward-outbox
0.0628	 2.9550	 forward-outbox
0.0628	 2.9861	 forward-outbox
0.0628	 3.0172	 forward-outbox
0.0628	 3.0483	 forward-outbox
0.0628	 3.0794	 forward-outbox
0.0628	 3.1105	 forward-outbox
0.0942	 0.0000	 backward-outbox
0.0942	 0.0311	 backward-outbox
0.0942	 0.0622	 backward-outbox
0.0942	 0.0933	 backward-outbox
0.0942	 0.1244	 backward-outbox
0.0942	 0.1555	 backward-outbox
0.0942	 0.1866	 backward-outbox
0.0942	 0.2177	 backward-outbox
0.0942	 0.2488	 backward-outbox
0.0942	 0.2799	 backward-outbox
0.0942	 0.3110	 backward-outbox
0.0942	 0.3422	 backward-outbox
0.0942	 0.3733	 backward-outbox
0.0942	 0.4044	 backward-outbox
0.0942	 0.4355	 backward-outbox
0.0942	 0.4666	 backward-outbox
0.0942	 0.4977	 backward-outbox
0.0942	 0.5288	 backward-outbox
0.0942	 0.5599	 backward-outbox
0.0942	 0.5910	 backward-outbox
0.0942	 0.6221	 backward-outbox
0.0942	 0.6532	 backward-outbox
0.0942	 0.6843	 backward-outbox
0.0942	 0.7154	 backward-outbox
0.0942	 0.7465	 backward-outbox
0.0942	 0.7776	 backward-outbox
0.0942	 1.8663	 forward-outbox
0.0942	 1.8974	 forward-outbox
0.0942	 1.9285	 forward-outbox
0.0942	 1.9596	 forward-outbox
0.0942	 1.9907	 forward-outbox
0.0942	 2.0218	 forward-outbox
0.0942	 2.0529	 forward-outbox
0.0942	 2.0840	 forward-outbox
0.0942	 2.1151	 forward-outbox
0.0942	 2.1462	 forward-outbox
0.0942	 2.1773	 forward-outbox
0.0942	 2.2084	 forward-outbox
0.0942	 2.2396	 forward-outbox
0.0942	 2.2707	 forward-outbox
0.0942	 2.3018	 forward-outbox
0.0942	 2.3329	 forward-outbox
0.0942	 2.3640	 forward-outbox
0.0942	 2.3951	 forward-outbox
0.0942	 2.4262	 forward-outbox
0.0942	 2.4573	 forward-outbox
0.0942	 2.4884	 forward-outbox
0.0942	 2.5195	 forward-outbox
0.0942	 2.5506	 forward-outbox
0.0942	 2.5817	 forward-outbox
0.0942	 2.6128	 forward-outbox
0.0942	 2.6439	 forward-outbox
0.0942	 2.6750	 forward-outbox
0.0942	 2.7061	 forward-outbox
0.0942	 2.7372	 forward-outbox
0.0942	 2.7683	 forward-outbox
0.0942	 2.7994	 forward-outbox
0.0942	 2.8305	 forward-outbox
0.0942	 2.8616	 forward-outbox
0.0942	 2.8928	 forward-outbox
0.0942	 2.9239	 forward-outbox
0.0942	 2.9550	 forward-outbox
0.0942	 2.9861	 forward-outbox
0.0942	 3.0172	 forward-outbox
0.0942	 3.0483	 forward-outbox
0.0942	 3.0794	 forward-outbox
0.0942	 3.1105	 forward-outbox
0.1257	 0.0000	 backward-outbox
0.1257	 0.0311	 backward-outbox
0.1257	 0.0622	 backward-outbox
0.1257	 0.0933	 backward-outbox
0.1257	 0.1244	 backward-outbox
0.1257	 0.1555	 backward-outbox
0.1257	 0.1866	 backward-outbox
0.1257	 0.2177	 backward-outbox
0.1257	 0.2488	 backward-outbox
0.1257	 0.2799	 backward-outbox
0.1257	 0.3110	 backward-outbox
0.1257	 0.3422	 backward-outbox
0.1257	 0.3733	 backward-outbox
0.1257	 0.4044	 backward-outbox
0.1257	 0.4355	 backward-outbox
0.1257	 0.4666	 backward-outbox
0.1257	 0.4977	 backward-outbox
0.1257	 0.5288	 backward-outbox
0.1257	 0.5599	 backward-outbox
0.1257	 0.5910	 backward-outbox
0.1257	 0.6221	 backward-outbox
0.1257	 0.6532	 backward-outbox
0.1257	 0.6843	 backward-outbox
0.1257	 0.7154	 backward-outbox
0.1257	 0.7465	 backward-outbox
0.1257	 0.7776	 backward-outbox
0.1257	 1.8663	 forward-outbox
0.1257	 1.8974	 forward-outbox
0.1257	 1.9285	 forward-outbox
0.1257	 1.9596	 forward-outbox
0.1257	 1.9907	 forward-outbox
0.1257	 2.0218	 forward-outbox
0.1257	 2.0529	 forward-outbox
0.1257	 2.0840	 forward-outbox
0.1257	 2.1151	 forward-outbox
0.1257	 2.1462	 forward-outbox
0.1257	 2.1773	 forward-outbox
0.1257	 2.2084	 forward-outbox
0.1257	 2.2396	 forward-outbox
0.1257	 2.2707	 forward-outbox
0.1257	 2.3018	 forward-outbox
0.1257	 2.3329	 forward-outbox
0.1257	 2.3640	 forward-outbox
0.1257	 2.3951	 forward-outbox
0.1257	 2.4262	 forward-outbox
0.1257	 2.4573	 forward-outbox
0.1257	 2.4884	 forward-outbox
0.1257	 2.5195	 forward-outbox
0.1257	 2.5506	 forward-outbox
0.1257	 2.5817	 forward-outbox
0.1257	 2.6128	 forward-outbox
0.1257	 2.6439	 forward-outbox
0.1257	 2.6750	 forward-outbox
0.1257	 2.7061	 forward-outbox
0.1257	 2.7372	 forward-outbox
0.1257	 2.7683	 forward-outbox
0.1257	 2.7994	 forward-outbox
0.1257	 2.8305	 forward-outbox
0.1257	 2.8616	 forward-outbox
0.1257	 2.8928	 forward-outbox
0.1257	 2.9239	 forward-outbox
0.1257	 2.9550	 forward-outbox
0.1257	 2.9861	 forward-outbox
0.1257	 3.0172	 forward-outbox
0.1257	 3.0483	 forward-outbox
0.1257	 3.0794	 forward-outbox
0.1257	 3.1105	 forward-outbox
0.1571	 0.0000	 backward-outbox
0.1571	 0.0311	 backward-outbox
0.1571	 0.0622	 backward-outbox
0.1571	 0.0933	 backward-outbox
0.1571	 0.1244	 backward-outbox
0.1571	 0.1555	 backward-outbox
0.1571	 0.1866	 backward-outbox
0.1571	 0.2177	 backward-outbox
0.1571	 0.2488	 backward-outbox
0.1571	 0.2799	 backward-outbox
0.1571	 0.3110	 backward-outbox
0.1571	 0.3422	 backward-outbox
0.1571	 0.3733	 backward-outbox
0.1571	 0.4044	 backward-outbox
0.1571	 0.4355	 backward-outbox
0.1571	 0.4666	 backward-outbox
0.1571	 0.4977	 backward-outbox
0.1571	 0.5288	 backward-outbox
0.1571	 0.5599	 backward-outbox
0.1571	 0.5910	 backward-outbox
0.1571	 0.6221	 backward-outbox
0.1571	 0.6532	 backward-outbox
0.1571	 0.6843	 backward-outbox
0.1571	 0.7154	 backward-outbox
0.1571	 0.7465	 backward-outbox
0.1571	 1.8352	 forward-outbox
0.1571	 1.8663	 forward-outbox
0.1571	 1.8974	 forward-outbox
0.1571	 1.9285	 forward-outbox
0.1571	 1.9596	 forward-outbox
0.1571	 1.9907	 forward-outbox
0.1571	 2.0218	 forward-outbox
0.1571	 2.0529	 forward-outbox
0.1571	 2.0840	 forward-outbox
0.1571	 2.1151	 forward-outbox
0.1571	 2.1462	 forward-outbox
0.1571	 2.1773	 forward-outbox
0.1571	 2.2084	 forward-outbox
0.1571	 2.2396	 forward-outbox
0.1571	 2.2707	 forward-outbox
0.1571	 2.3018	 forward-outbox
0.1571	 2.3329	 forward-outbox
0.1571	 2.3640	 forward-outbox
0.1571	 2.3951	 forward-outbox
0.1571	 2.4262	 forward-outbox
0.1571	 2.4573	 forward-outbox
0.1571	 2.4884	 forward-outbox
0.1571	 2.5195	 forward-outbox
0.1571	 2.5506	 forward-outbox
0.1571	 2.5817	 forward-outbox
0.1571	 2.6128	 forward-outbox
0.1571	 2.6439	 forward-outbox
0.1571	 2.6750	 forward-outbox
0.1571	 2.7061	 forward-outbox
0.1571	 2.7372	 forward-outbox
0.1571	 2.7683	 forward-outbox
0.1571	 2.7994	 forward-outbox
0.1571	 2.8305	 forward-outbox
0.1571	 2.8616	 forward-outbox
0.1571	 2.8928	 forward-outbox
0.1571	 2.9239	 forward-outbox
0.1571	 2.9550	 forward-outbox
0.1571	 2.9861	 forward-outbox
0.1571	 3.0172	 forward-outbox
0.1571	 3.0483	 forward-outbox
0.1571	 3.0794	 forward-outbox
0.1571	 3.1105	 forward-outbox
0.1885	 0.0000	 backward-outbox
0.1885	 0.0311	 backward-outbox
0.1885	 0.0622	 backward-outbox
0.1885	 0.0933	 backward-outbox
0.1885	 0.1244	 backward-outbox
0.1885	 0.1555	 backward-outbox
0.1885	 0.1866	 backward-outbox
0.1885	 0.2177	 backward-outbox
0.1885	 0.2488	 backward-outbox
0.1885	 0.2799	 backward-outbox
0.1885	 0.3110	 backward-outbox
0.1885	 0.3422	 backward-outbox
0.1885	 0.3733	 backward-outbox
0.1885	 0.4044	 backward-outbox
0.1885	 0.4355	 backward-outbox
0.1885	 0.4666	 backward-outbox
0.1885	 0.4977	 backward-outbox
0.1885	 0.5288	 backward-outbox
0.1885	 0.5599	 backward-outbox
0.1885	 0.5910	 backward-outbox
0.1885	 0.6221	 backward-outbox
0.1885	 0.6532	 backward-outbox
0.1885	 0.6843	 backward-outbox
0.1885	 0.7154	 backward-outbox
0.1885	 0.7465	 backward-outbox
0.1885	 1.8352	 forward-outbox
0.1885	 1.8663	 forward-outbox
0.1885	 1.8974	 forward-outbox
0.1885	 1.9285	 forward-outbox
0.1885	 1.9596	 forward-outbox
0.1885	 1.9907	 forward-outbox
0.1885	 2.0218	 forward-outbox
0.1885	 2.0529	 forward-outbox
0.1885	 2.0840	 forward-outbox
0.1885	 2.1151	 forward-outbox
0.1885	 2.1462	 forward-outbox
0.1885	 2.1773	 forward-outbox
0.1885	 2.2084	 forward-outbox
0.1885	 2.2396	 forward-outbox
0.1885	 2.2707	 forward-outbox
0.1885	 2.3018	 forward-outbox
0.1885	 2.3329	 forward-outbox
0.1885	 2.3640	 forward-outbox
0.1885	 2.3951	 forward-outbox
0.1885	 2.4262	 forward-outbox
0.1885	 2.4573	 forward-outbox
0.1885	 2.4884	 forward-outbox
0.1885	 2.5195	 forward-outbox
0.1885	 2.5506	 forward-outbox
0.1885	 2.5817	 forward-outbox
0.1885	 2.6128	 forward-outbox
0.1885	 2.6439	 forward-outbox
0.1885	 2.6750	 forward-outbox
0.1885	 2.7061	 forward-outbox
0.1885	 2.7372	 forward-outbox
0.1885	 2.7683	 forward-outbox
0.1885	 2.7994	 forward-outbox
0.1885	 2.8305	 forward-outbox
0.1885	 2.8616	 forward-outbox
0.1885	 2.8928	 forward-outbox
0.1885	 2.9239	 forward-outbox
0.1885	 2.9550	 forward-outbox
0.1885	 2.9861	 forward-outbox
0.1885	 3.0172	 forward-outbox
0.1885	 3.0483	 forward-outbox
0.1885	 3.0794	 forward-outbox
0.1885	 3.1105	 forward-outbox
0.2199	 0.0000	 backward-outbox
0.2199	 0.0311	 backward-outbox
0.2199	 0.0622	 backward-outbox
0.2199	 0.0933	 backward-outbox
0.2199	 0.1244	 backward-outbox
0.2199	 0.1555	 backward-outbox
0.2199	 0.1866	 backward-outbox
0.2199	 0.2177	 backward-outbox
0.2199	 0.2488	 backward-outbox
0.2199	 0.2799	 backward-outbox
0.2199	 0.3110	 backward-outbox
0.2199	 0.3422	 backward-outbox
0.2199	 0.3733	 backward-outbox
0.2199	 0.4044	 backward-outbox
0.2199	 0.4355	 backward-outbox
0.2199	 0.4666	 backward-outbox
0.2199	 0.4977	 backward-outbox
0.2199	 0.5288	 backward-outbox
0.2199	 0.5599	 backward-outbox
0.2199	 0.5910	 backward-outbox
0.2199	 0.6221	 backward-outbox
0.2199	 0.6532	 backward-outbox
0.2199	 0.6843	 backward-outbox
0.2199	 0.7154	 backward-outbox
0.2199	 0.7465	 backward-outbox
0.2199	 1.8352	 forward-outbox
0.2199	 1.8663	 forward-outbox
0.2199	 1.8974	 forward-outbox
0.2199	 1.9285	 forward-outbox
0.2199	 1.9596	 forward-outbox
0.2199	 1.9907	 forward-outbox
0.2199	 2.0218	 forward-outbox
0.2199	 2.0529	 forward-outbox
0.2199	 2.0840	 forward-outbox
0.2199	 2.1151	 forward-outbox
0.2199	 2.1462	 forward-outbox
0.2199	 2.1773	 forward-outbox
0.2199	 2.2084	 forward-outbox
0.2199	 2.2396	 forward-outbox
0.2199	 2.2707	 forward-outbox
0.2199	 2.3018	 forward-outbox
0.2199	 2.3329	 forward-outbox
0.2199	 2.3640	 forward-outbox
0.2199	 2.3951	 forward-outbox
0.2199	 2.4262	 forward-outbox
0.2199	 2.4573	 forward-outbox
0.2199	 2.4884	 forward-outbox
0.2199	 2.5195	 forward-outbox
0.2199	 2.5506	 forward-outbox
0.2199	 2.5817	 forward-outbox
0.2199	 2.6128	 forward-outbox
0.2199	 2.6439	 forward-outbox
0.2199	 2.6750	 forward-outbox
0.2199	 2.7061	 forward-outbox
0.2199	 2.7372	 forward-outbox
0.2199	 2.7683	 forward-outbox
0.2199	 2.7994	 forward-outbox
0.2199	 2.8305	 forward-outbox
0.2199	 2.8616	 forward-outbox
0.2199	 2.8928	 forward-outbox
0.2199	 2.9239	 forward-outbox
0.2199	 2.9550	 forward-outbox
0.2199	 2.9861	 forward-outbox
0.2199	 3.0172	 forward-outbox
0.2199	 3.0483	 forward-outbox
0.2199	 3.0794	 forward-outbox
0.2199	 3.1105	 forward-outbox
0.2513	 0.0000	 backward-outbox
0.2513	 0.0311	 backward-outbox
0.2513	 0.0622	 backward-outbox
0.2513	 0.0933	 backward-outbox
0.2513	 0.1244	 backward-outbox
0.2513	 0.1555	 backward-outbox
0.2513	 0.1866	 backward-outbox
0.2513	 0.2177	 backward-outbox
0.2513	 0.2488	 backward-outbox
0.2513	 0.2799	 backward-outbox
0.2513	 0.3110	 backward-outbox
0.2513	 0.3422	 backward-outbox
0.2513	 0.3733	 backward-outbox
0.2513	 0.4044	 backward-outbox
0.2513	 0.4355	 backward-outbox
0.2513	 0.4666	 backward-outbox
0.2513	 0.4977	 backward-outbox
0.2513	 0.5288	 backward-outbox
0.2513	 0.5599	 backward-outbox
0.2513	 0.5910	 backward-outbox
0.2513	 0.6221	 backward-outbox
0.2513	 0.6532	 backward-outbox
0.2513	 0.6843	 backward-outbox
0.2513	 0.7154	 backward-outbox
0.2513	 0.7465	 backward-outbox
0.2513	 1.8352	 forward-outbox
0.2513	 1.8663	 forward-outbox
0.2513	 1.8974	 forward-outbox
0.2513	 1.9285	 forward-outbox
0.2513	 1.9596	 forward-outbox
0.2513	 1.9907	 forward-outbox
0.2513	 2.0218	 forward-outbox
0.2513	 2.0529	 forward-outbox
0.2513	 2.0840	 forward-outbox
0.2513	 2.1151	 forward-outbox
0.2513	 2.1462	 forward-outbox
0.2513	 2.1773	 forward-outbox
0.2513	 2.2084	 forward-outbox
0.2513	 2.2396	 forward-outbox
0.2513	 2.2707	 forward-outbox
0.2513	 2.3018	 forward-outbox
0.2513	 2.3329	 forward-outbox
0.2513	 2.3640	 forward-outbox
0.2513	 2.3951	 forward-outbox
0.2513	 2.4262	 forward-outbox
0.2513	 2.4573	 forward-outbox
0.2513	 2.4884	 forward-outbox
0.2513	 2.5195	 forward-outbox
0.2513	 2.5506	 forward-outbox
0.2513	 2.5817	 forward-outbox
0.2513	 2.6128	 forward-outbox
0.2513	 2.6439	 forward-outbox
0.2513	 2.6750	 forward-outbox
0.2513	 2.7061	 forward-outbox
0.2513	 2.7372	 forward-outbox
0.2513	 2.7683	 forward-outbox
0.2513	 2.7994	 forward-outbox
0.2513	 2.8305	 forward-outbox
0.2513	 2.8616	 forward-outbox
0.2513	 2.8928	 forward-outbox
0.2513	 2.9239	 forward-outbox
0.2513	 2.9550	 forward-outbox
0.2513	 2.9861	 forward-outbox
0.2513	 3.0172	 forward-outbox
0.2513	 3.0483	 forward-outbox
0.2513	 3.0794	 forward-outbox
0.2513	 3.1105	 forward-outbox
0.2827	 0.0000	 backward-outbox
0.2827	 0.0311	 backward-outbox
0.2827	 0.0622	 backward-outbox
0.2827	 0.0933	 backward-outbox
0.2827	 0.1244	 backward-outbox
0.2827	 0.1555	 backward-outbox
0.2827	 0.1866	 backward-outbox
0.2827	 0.2177	 backward-outbox
0.2827	 0.2488	 backward-outbox
0.2827	 0.2799	 backward-outbox
0.2827	 0.3110	 backward-outbox
0.2827	 0.3422	 backward-outbox
0.2827	 0.3733	 backward-outbox
0.2827	 0.4044	 backward-outbox
0.2827	 0.4355	 backward-outbox
0.2827	 0.4666	 backward-outbox
0.2827	 0.4977	 backward-outbox
0.2827	 0.5288	 backward-outbox
0.2827	 0.5599	 backward-outbox
0.2827	 0.5910	 backward-outbox
0.2827	 0.6221	 backward-outbox
0.2827	 0.6532	 backward-outbox
0.2827	 0.6843	 backward-outbox
0.2827	 0.7154	 backward-outbox
0.2827	 0.7465	 backward-outbox
0.2827	 1.8352	 forward-outbox
0.2827	 1.8663	 forward-outbox
0.2827	 1.8974	 forward-outbox
0.2827	 1.9285	 forward-outbox
0.2827	 1.9596	 forward-outbox
0.2827	 1.9907	 forward-outbox
0.2827	 2.0218	 forward-outbox
0.2827	 2.0529	 forward-outbox
0.2827	 2.0840	 forward-outbox
0.2827	 2.1151	 forward-outbox
0.2827	 2.1462	 forward-outbox
0.2827	 2.1773	 forward-outbox
0.2827	 2.2084	 forward-outbox
0.2827	 2.2396	 forward-outbox
0.2827	 2.2707	 forward-outbox
0.2827	 2.3018	 forward-outbox
0.2827	 2.3329	 forward-outbox
0.2827	 2.3640	 forward-outbox
0.2827	 2.3951	 forward-outbox
0.2827	 2.4262	 forward-outbox
0.2827	 2.4573	 forward-outbox
0.2827	 2.4884	 forward-outbox
0.2827	 2.5195	 forward-outbox
0.2827	 2.5506	 forward-outbox
0.2827	 2.5817	 forward-outbox
0.2827	 2.6128	 forward-outbox
0.2827	 2.6439	 forward-outbox
0.2827	 2.6750	 forward-outbox
0.2827	 2.7061	 forward-outbox
0.2827	 2.7372	 forward-outbox
0.2827	 2.7683	 forward-outbox
0.2827	 2.7994	 forward-outbox
0.2827	 2.8305	 forward-outbox
0.2827	 2.8616	 forward-outbox
0.2827	 2.8928	 forward-outbox
0.2827	 2.9239	 forward-outbox
0.2827	 2.9550	 forward-outbox
0.2827	 2.9861	 forward-outbox
0.2827	 3.0172	 forward-outbox
0.2827	 3.0483	 forward-outbox
0.2827	 3.0794	 forward-outbox
0.2827	 3.1105	 forward-outbox
0.3142	 0.0000	 backward-outbox
0.3142	 0.0311	 backward-outbox
0.3142	 0.0622	 backward-outbox
0.3142	 0.0933	 backward-outbox
0.3142	 0.1244	 backward-outbox
0.3142	 0.1555	 backward-outbox
0.3142	 0.1866	 backward-outbox
0.3142	 0.2177	 backward-outbox
0.3142	 0.2488	 backward-outbox
0.3142	 0.2799	 backward-outbox
0.3142	 0.3110	 backward-outbox
0.3142	 0.3422	 backward-outbox
0.3142	 0.3733	 backward-outbox
0.3142	 0.4044	 backward-outbox
0.3142	 0.4355	 backward-outbox
0.3142	 0.4666	 backward-outbox
0.3142	 0.4977	 backward-outbox
0.3142	 0.5288	 backward-outbox
0.3142	 0.5599	 backward-outbox
0.3142	 0.5910	 backward-outbox
0.3142	 0.6221	 backward-outbox
0.3142	 0.6532	 backward-outbox
0.3142	 0.6843	 backward-outbox
0.3142	 0.7154	 backward-outbox
0.3142	 0.7465	 backward-outbox
0.3142	 1.8352	 forward-outbox
0.3142	 1.8663	 forward-outbox
0.3142	 1.8974	 forward-outbox
0.3142	 1.9285	 forward-outbox
0.3142	 1.9596	 forward-outbox
0.3142	 1.9907	 forward-outbox
0.3142	 2.0218	 forward-outbox
0.3142	 2.0529	 forward-outbox
0.3142	 2.0840	 forward-outbox
0.3142	 2.1151	 forward-outbox
0.3142	 2.1462	 forward-outbox
0.3142	 2.1773	 forward-outbox
0.3142	 2.2084	 forward-outbox
0.3142	 2.2396	 forward-outbox
0.3142	 2.2707	 forward-outbox
0.3142	 2.3018	 forward-outbox
0.3142	 2.3329	 forward-outbox
0.3142	 2.3640	 forward-outbox
0.3142	 2.3951	 forward-outbox
0.3142	 2.4262	 forward-outbox
0.3142	 2.4573	 forward-outbox
0.3142	 2.4884	 forward-outbox
0.3142	 2.5195	 forward-outbox
0.3142	 2.5506	 forward-outbox
0.3142	 2.5817	 forward-outbox
0.3142	 2.6128	 forward-outbox
0.3142	 2.6439	 forward-outbox
0.3142	 2.6750	 forward-outbox
0.3142	 2.7061	 forward-outbox
0.3142	 2.7372	 forward-outbox
0.3142	 2.7683	 forward-outbox
0.3142	 2.7994	 forward-outbox
0.3142	 2.8305	 forward-outbox
0.3142	 2.8616	 forward-outbox
0.3142	 2.8928	 forward-outbox
0.3142	 2.9239	 forward-outbox
0.3142	 2.9550	 forward-outbox
0.3142	 2.9861	 forward-outbox
0.3142	 3.0172	 forward-outbox
